Numero de Orden
 'CA-2018-128328' 'US-2017-152415' 'CA-2018-108756']"
"['CA-2017-147375' 'CA-2016-164539' 'CA-2018-143665' 'CA-2018-142867'
 'CA-2016-121783' 'CA-2017-147683' 'US-2016-156797' 'CA-2018-118346'
 'CA-2017-151148']"
"['CA-2015-112326' 'US-2018-103247' 'CA-2016-156335' 'CA-2016-144099'
 'CA-2016-110891']"
"['US-2017-108504' 'CA-2016-146087' 'CA-2017-145177' 'CA-2018-117401'
 'CA-2015-126683' 'CA-2016-130253' 'US-2015-115413' 'CA-2018-134096'
 'CA-2015-146815' 'CA-2016-111864']"
"['US-2018-109253' 'CA-2015-136861' 'US-2016-110261' 'CA-2016-125563'
 'CA-2018-162250']"
"['US-2017-101497' 'CA-2018-156237' 'CA-2018-128965' 'CA-2015-126963'
 'CA-2017-153269' 'CA-2016-143147']"
"['US-2016-164175' 'CA-2016-140830' 'US-2018-111920' 'CA-2018-163818'
 'CA-2017-161158' 'US-2015-120740' 'CA-2018-111591' 'CA-2016-135727']"
"['CA-2018-160423' 'CA-2015-136567' 'CA-2018-133865' 'CA-2016-132374'
 'CA-2016-155054' 'CA-2017-164896' 'CA-2018-109211']"
['US-2015-150924' 'US-2017-152373' 'CA-2018-103065']
"['CA-2017-107216' 'CA-2017-119025' 'CA-2018-105914' 'US-2018-133081'
 'CA-2015-161508']"
"['CA-2018-117695' 'CA-2017-140438' 'CA-2015-125150' 'CA-2016-127327'
 'CA-2018-156272' 'CA-2018-137323' 'CA-2018-116988' 'CA-2017-105354'
 'CA-2017-113607' 'CA-2017-140256']"
"['CA-2015-164210' 'US-2016-114839' 'CA-2017-120257' 'US-2017-131891'
 'CA-2016-162782' 'US-2016-145422' 'CA-2016-144274']"
"['CA-2017-134425' 'CA-2018-144526' 'CA-2018-104066' 'CA-2016-130995'
 'CA-2017-142097' 'CA-2017-109652' 'CA-2015-127859' 'US-2015-157070'
 'CA-2016-117086']"
"['CA-2018-161480' 'CA-2018-131695' 'US-2017-128195' 'CA-2015-154186'
 'CA-2018-141929' 'CA-2018-127313' 'CA-2016-155068' 'CA-2016-111780'
 'CA-2016-150441']"
"['CA-2017-101343' 'US-2018-111745' 'CA-2015-129091' 'CA-2016-155453'
 'US-2015-118997' 'US-2018-106145']"
"['CA-2016-130792' 'CA-2015-134313' 'CA-2018-140585' 'CA-2018-112809'
 'CA-2015-102008' 'CA-2015-123064' 'CA-2017-149979' 'US-2016-122784'
 'CA-2016-149909']"
"['CA-2016-126445' 'CA-2015-169775' 'CA-2018-152583' 'CA-2018-146346'
 'CA-2016-112823']"
['CA-2015-159835' 'CA-2018-106068']
"['CA-2017-166674' 'CA-2018-169810' 'CA-2018-162572' 'CA-2017-156573'
 'CA-2017-109953' 'CA-2018-140151']"
"['CA-2015-167360' 'CA-2016-120397' 'US-2016-103996' 'CA-2018-146458'
 'US-2015-144078' 'US-2015-103338' 'US-2015-105137']"
"['CA-2017-158568' 'CA-2017-115917' 'CA-2018-137456' 'US-2017-146066'
 'CA-2017-103107' 'CA-2015-117765' 'CA-2018-104822' 'CA-2018-161578'
 'CA-2017-120803' 'CA-2017-105662' 'CA-2018-105823' 'CA-2015-152618']"
"['CA-2018-130351' 'CA-2018-138779' 'US-2017-128678' 'US-2017-104815'
 'CA-2017-167605']"
"['CA-2017-107615' 'CA-2015-106719' 'CA-2016-153038' 'CA-2015-154837'
 'CA-2015-125682']"
['US-2018-109484' 'CA-2016-129854' 'CA-2016-119550' 'CA-2018-152975']
"['US-2017-123750' 'US-2018-110576' 'US-2016-150161' 'US-2017-168620'
 'CA-2018-100748' 'CA-2015-141299' 'CA-2018-157672' 'US-2017-155971']"
"['CA-2017-125318' 'CA-2017-143308' 'CA-2015-138296' 'CA-2017-141397'
 'CA-2017-140746' 'CA-2017-114538']"
['CA-2015-115259' 'CA-2018-112774' 'US-2015-112872' 'US-2017-144351']
"['CA-2016-122826' 'CA-2018-159457' 'CA-2017-136434' 'CA-2017-164637'
 'CA-2016-146696' 'US-2018-116652' 'US-2018-166688' 'CA-2015-108147']"
"['CA-2016-162537' 'CA-2018-111647' 'CA-2017-131576' 'CA-2016-157770'
 'CA-2015-164315' 'CA-2018-139437' 'CA-2018-131653' 'US-2016-151407'
 'CA-2016-121776']"
['CA-2017-127670' 'CA-2018-103877' 'CA-2016-149650' 'CA-2017-151974']
"['CA-2016-112375' 'CA-2015-107454' 'CA-2018-126550' 'CA-2017-146157'
 'CA-2017-161543' 'CA-2015-157546' 'CA-2015-161249' 'CA-2017-149762'
 'US-2018-143770' 'US-2018-132927']"
"['CA-2017-112942' 'CA-2018-104381' 'CA-2017-120558' 'CA-2018-155292'
 'CA-2018-127474' 'CA-2017-102596' 'CA-2017-112739' 'CA-2015-148285']"
"['CA-2017-154508' 'CA-2018-124401' 'CA-2015-158372' 'CA-2016-163440'
 'CA-2017-154235' 'CA-2017-140382' 'CA-2016-148964' 'US-2015-149034'
 'CA-2015-149104']"
['CA-2018-125115' 'CA-2016-139248' 'CA-2018-160122' 'CA-2015-120775']
['CA-2015-165477']
['CA-2018-127621' 'CA-2017-169215' 'CA-2016-151589' 'CA-2016-142454']
"['US-2015-114188' 'CA-2017-122518' 'CA-2017-163167' 'CA-2015-124079'
 'CA-2015-141152' 'CA-2017-145009' 'CA-2015-148425' 'CA-2016-106187']"
"['CA-2018-126074' 'CA-2017-105585' 'CA-2015-115357' 'CA-2017-110044'
 'US-2016-134271' 'US-2018-130953' 'CA-2016-111206']"
"['CA-2018-117933' 'CA-2015-123925' 'CA-2015-151078' 'CA-2018-136497'
 'CA-2017-136686' 'CA-2017-139381' 'CA-2017-125843']"
"['CA-2018-151428' 'CA-2016-124891' 'CA-2018-121538' 'CA-2015-110639'
 'CA-2018-106537']"
"['CA-2017-168354' 'CA-2017-122322' 'CA-2015-149643' 'CA-2016-167255'
 'CA-2017-169663' 'CA-2016-157805']"
['CA-2016-110247' 'CA-2017-164574']
['CA-2017-101378' 'CA-2016-157322' 'CA-2016-109386']
['CA-2018-114216' 'CA-2016-160472' 'CA-2016-159786']
"['CA-2017-168753' 'US-2018-135062' 'CA-2016-126557' 'US-2018-169551'
 'CA-2017-144764' 'US-2018-151127' 'CA-2015-133830' 'CA-2018-159226']"
"['CA-2015-139017' 'CA-2017-100965' 'CA-2015-141278' 'US-2017-106600'
 'CA-2016-156328' 'US-2018-127292']"
"['CA-2015-158274' 'CA-2015-166989' 'CA-2018-145219' 'CA-2016-160171'
 'CA-2016-115392']"
['CA-2018-168193']
"['US-2017-120929' 'CA-2016-155600' 'CA-2016-162607' 'CA-2016-153752'
 'CA-2017-152940' 'CA-2018-150266' 'CA-2018-148411']"
['CA-2016-148250' 'CA-2017-167983' 'CA-2015-155264' 'CA-2016-135251']
"['CA-2015-156314' 'US-2018-145863' 'CA-2015-120474' 'CA-2015-143413'
 'CA-2015-155593' 'CA-2018-103352' 'CA-2017-101980' 'CA-2016-128356'
 'CA-2015-142769' 'CA-2016-133494' 'CA-2016-166492' 'CA-2015-148383']"
"['CA-2016-154326' 'US-2017-150567' 'US-2017-152835' 'CA-2018-134152'
 'CA-2018-104108' 'CA-2017-168774' 'CA-2016-129546']"
['CA-2017-149482' 'CA-2018-162565']
"['CA-2015-126403' 'CA-2017-115525' 'CA-2018-102155' 'US-2016-131842'
 'CA-2017-101623' 'CA-2016-150308']"
"['CA-2018-115154' 'CA-2018-164819' 'US-2015-117968' 'US-2017-159093'
 'US-2018-128951']"
"['US-2018-100048' 'CA-2018-128300' 'CA-2018-113670' 'CA-2015-128846'
 'CA-2018-152856' 'CA-2015-106726' 'US-2016-158911' 'CA-2018-124114']"
['CA-2018-142776' 'CA-2017-107475']
"['CA-2016-124800' 'CA-2016-157959' 'CA-2018-141733' 'CA-2016-132815'
 'CA-2018-166093' 'CA-2018-101014' 'CA-2018-128041']"
"['CA-2017-165218' 'CA-2017-142958' 'CA-2015-111150' 'CA-2018-155460'
 'CA-2015-156993' 'CA-2018-123981' 'CA-2017-144911' 'US-2017-131114'
 'CA-2017-112585']"
"['CA-2017-145499' 'CA-2018-110905' 'CA-2018-169285' 'CA-2018-167752'
 'CA-2018-112431']"
"['CA-2015-154627' 'CA-2016-115938' 'CA-2018-122154' 'CA-2017-167507'
 'CA-2018-127264' 'CA-2018-124436' 'US-2018-147998' 'CA-2015-133354'
 'CA-2016-122266' 'CA-2018-160661']"
['CA-2018-108441' 'US-2015-161305' 'CA-2018-145807']
"['CA-2016-159779' 'CA-2016-146675' 'CA-2016-149846' 'CA-2015-120411'
 'CA-2018-119424' 'CA-2018-116127']"
"['US-2015-106992' 'CA-2015-122882' 'CA-2018-147361' 'US-2018-165344'
 'CA-2015-158771' 'CA-2017-158575' 'CA-2016-153794']"
"['CA-2015-166863' 'CA-2015-121006' 'CA-2015-130421' 'US-2015-157847'
 'CA-2016-147690']"
"['CA-2016-133627' 'US-2018-143028' 'CA-2017-155005' 'CA-2018-154123'
 'CA-2017-129238' 'CA-2018-123022' 'US-2015-131275' 'US-2018-130603'
 'CA-2017-123533']"
"['US-2015-110674' 'CA-2017-126158' 'US-2015-157385' 'CA-2016-123568'
 'CA-2018-152961' 'CA-2015-116904' 'CA-2015-117016' 'CA-2015-152268'
 'CA-2017-130638']"
['CA-2017-156685' 'CA-2017-108350' 'US-2017-126452' 'CA-2018-141747']
"['CA-2016-111514' 'CA-2015-169803' 'CA-2016-152681' 'CA-2016-137106'
 'CA-2018-144680' 'CA-2018-107132' 'US-2015-127635' 'CA-2015-128622']"
"['CA-2018-106103' 'CA-2018-146360' 'CA-2018-146920' 'CA-2017-101651'
 'CA-2018-122539' 'CA-2016-164777']"
"['CA-2016-142419' 'CA-2018-138975' 'CA-2018-126354' 'CA-2018-142090'
 'CA-2018-153843' 'CA-2016-113740' 'CA-2015-131009' 'US-2017-149790'
 'CA-2018-142293']"
"['CA-2016-166135' 'CA-2016-111297' 'CA-2018-131366' 'CA-2016-113523'
 'CA-2018-136000' 'CA-2016-103835' 'CA-2018-115119']"
['CA-2015-136644' 'CA-2018-101728' 'CA-2016-162761' 'US-2018-141509']
"['CA-2018-128475' 'US-2016-164308' 'CA-2017-143924' 'CA-2017-155383'
 'CA-2015-154781' 'CA-2017-113726']"
"['CA-2017-114713' 'CA-2015-151379' 'CA-2016-158659' 'US-2017-124163'
 'CA-2017-112277' 'CA-2018-145443' 'CA-2017-152457' 'CA-2016-111017'
 'CA-2018-152926' 'US-2017-151260']"
"['CA-2017-103730' 'US-2016-161991' 'CA-2015-135657' 'CA-2016-128860'
 'CA-2016-165057' 'CA-2018-144463' 'CA-2015-159310' 'CA-2018-163531'
 'CA-2018-108539' 'CA-2017-153661' 'CA-2016-119627']"
"['CA-2017-127208' 'CA-2018-146024' 'CA-2017-105963' 'CA-2016-140144'
 'CA-2018-112529' 'US-2017-114013' 'CA-2017-131744']"
['CA-2016-155761' 'CA-2018-135167' 'CA-2017-168536' 'CA-2018-102267']
['CA-2017-103128']
"['CA-2015-101476' 'US-2015-118486' 'CA-2018-102337' 'US-2015-155502'
 'CA-2017-102932' 'US-2018-141698' 'CA-2016-142139' 'CA-2015-150329'
 'CA-2016-120782']"
"['CA-2016-111164' 'US-2017-115455' 'CA-2018-144827' 'CA-2018-155047'
 'CA-2018-105851' 'US-2015-121734' 'CA-2017-142405' 'US-2015-107993'
 'CA-2015-158225' 'CA-2017-158841' 'CA-2018-123624']"
"['US-2018-156909' 'US-2016-164357' 'CA-2017-130442' 'CA-2015-113383'
 'CA-2018-104136' 'CA-2016-142937' 'CA-2016-148495']"
"['CA-2017-127250' 'CA-2016-120341' 'CA-2016-153108' 'CA-2018-123967'
 'CA-2015-142314' 'US-2018-158505' 'CA-2017-128811' 'CA-2017-132899'
 'CA-2018-163097']"
"['CA-2016-138009' 'CA-2016-143077' 'CA-2018-122644' 'CA-2016-121097'
 'CA-2018-139311' 'CA-2016-161214' 'CA-2015-169852' 'CA-2018-152205'
 'CA-2017-146913']"
['CA-2018-155376' 'CA-2016-164882' 'CA-2016-162544']
"['US-2018-102890' 'CA-2016-130218' 'CA-2017-130484' 'CA-2015-159800'
 'CA-2016-153535' 'CA-2015-116190' 'CA-2016-140375' 'CA-2016-165799']"
"['US-2016-127040' 'CA-2015-121573' 'CA-2018-125381' 'CA-2018-139493'
 'CA-2015-169446']"
['CA-2018-112536' 'US-2015-105151' 'CA-2017-144337']
"['CA-2018-106180' 'US-2017-146794' 'US-2018-108245' 'CA-2017-109743'
 'CA-2017-151512' 'CA-2017-125164' 'CA-2018-125101' 'CA-2018-127922'
 'US-2015-112991' 'CA-2016-149083' 'CA-2018-101805' 'CA-2017-125920']"
"['CA-2018-126774' 'CA-2018-168900' 'CA-2018-122280' 'CA-2018-157980'
 'CA-2018-110884' 'CA-2016-112053' 'CA-2015-165764' 'CA-2018-168172'
 'CA-2015-115889' 'CA-2017-113600']"
['CA-2016-166975' 'CA-2015-124247']
"['CA-2018-161984' 'CA-2018-166849' 'CA-2017-159730' 'CA-2018-110212'
 'CA-2018-129490' 'CA-2017-147123' 'CA-2018-120719' 'CA-2018-105669'
 'CA-2016-102260' 'CA-2017-130400' 'CA-2017-140571' 'CA-2018-100433']"
"['CA-2018-113355' 'CA-2016-146038' 'CA-2017-108644' 'CA-2016-161627'
 'CA-2018-100615' 'CA-2018-122987']"
"['US-2018-152366' 'CA-2015-143385' 'CA-2017-157336' 'CA-2017-121356'
 'CA-2015-138240']"
['CA-2017-105018' 'CA-2018-108553' 'CA-2018-119193']
"['CA-2016-153549' 'US-2016-107349' 'CA-2018-145884' 'US-2015-155817'
 'CA-2018-156391' 'CA-2015-124513']"
['CA-2015-148488' 'US-2017-154256' 'CA-2015-159625' 'US-2017-111563']
"['CA-2018-149146' 'CA-2018-145128' 'CA-2015-145317' 'CA-2016-144890'
 'US-2016-130512']"
['CA-2017-129280']
"['US-2017-144393' 'CA-2018-150497' 'CA-2018-105235' 'CA-2015-122931'
 'CA-2016-100685' 'CA-2015-126907' 'CA-2015-163412' 'CA-2017-154067'
 'CA-2018-120614' 'CA-2017-125724' 'CA-2016-107902']"
"['CA-2016-144652' 'CA-2016-122287' 'CA-2018-152093' 'CA-2018-154102'
 'CA-2017-118101' 'CA-2016-125934']"
"['CA-2016-117415' 'CA-2018-152702' 'US-2017-146570' 'CA-2017-119963'
 'CA-2017-169957' 'CA-2016-125234' 'US-2015-154879']"
"['US-2016-108966' 'CA-2016-161718' 'CA-2018-147228' 'CA-2018-149076'
 'CA-2018-166926' 'CA-2018-101700']"
"['CA-2017-123666' 'US-2017-103646' 'CA-2015-123316' 'US-2017-128909'
 'US-2018-101840' 'CA-2017-102134']"
"['US-2018-118087' 'CA-2016-131597' 'CA-2018-148929' 'CA-2015-104738'
 'US-2018-162208' 'CA-2017-131289' 'CA-2015-123127' 'CA-2016-149636'
 'CA-2018-112844']"
"['CA-2016-124919' 'CA-2015-155208' 'CA-2017-133802' 'CA-2015-110065'
 'CA-2017-149503' 'CA-2017-149349' 'CA-2017-136770' 'US-2017-140172'
 'US-2015-124625']"
"['CA-2015-164259' 'CA-2018-110478' 'US-2017-163881' 'CA-2016-105158'
 'CA-2018-160017' 'CA-2016-156923' 'CA-2015-119466' 'CA-2018-169362'
 'US-2016-126753' 'CA-2016-103870']"
"['CA-2015-135090' 'CA-2018-100356' 'CA-2017-124590' 'CA-2017-152800'
 'CA-2018-161172' 'CA-2017-105291']"
"['CA-2018-134845' 'CA-2015-140487' 'CA-2018-100412' 'CA-2018-143658'
 'CA-2018-120061']"
"['CA-2017-132661' 'CA-2016-154970' 'US-2015-147704' 'CA-2016-150196'
 'CA-2018-165323' 'CA-2015-164903' 'CA-2017-162222' 'CA-2015-133634']"
"['CA-2018-165603' 'CA-2018-108322' 'CA-2015-120544' 'CA-2018-136063'
 'CA-2017-101168' 'CA-2018-145772' 'CA-2018-164756' 'CA-2016-143616']"
"['CA-2015-127558' 'CA-2015-145800' 'CA-2018-159954' 'CA-2016-119879'
 'CA-2018-127726' 'CA-2015-126193']"
['CA-2016-103135' 'US-2017-163538' 'CA-2015-124464']
"['CA-2017-169166' 'CA-2017-116540' 'CA-2017-136287' 'CA-2015-150490'
 'CA-2016-120551' 'CA-2017-166275']"
"['US-2017-146710' 'CA-2018-107909' 'US-2015-123519' 'CA-2016-154900'
 'CA-2016-163965']"
"['CA-2018-106852' 'CA-2016-153325' 'CA-2015-163559' 'CA-2015-152345'
 'CA-2015-107706' 'CA-2015-164182' 'CA-2018-101273']"
"['CA-2018-148922' 'CA-2017-123414' 'CA-2018-157966' 'CA-2016-134943'
 'CA-2017-164490' 'US-2017-126431' 'CA-2018-111388']"
"['CA-2015-130092' 'CA-2018-161200' 'CA-2016-168746' 'CA-2017-157511'
 'CA-2015-134572' 'CA-2018-100111' 'US-2018-165358' 'CA-2017-118745'
 'US-2017-136581' 'CA-2018-159793']"
"['US-2015-160780' 'CA-2015-100895' 'CA-2016-112130' 'CA-2016-162887'
 'CA-2018-151176' 'CA-2015-169257' 'CA-2017-148852' 'CA-2016-149097'
 'US-2015-158365']"
['CA-2016-126697' 'CA-2016-146290' 'CA-2018-100237' 'CA-2017-160598']
"['CA-2018-116225' 'US-2018-147669' 'CA-2017-136371' 'CA-2017-124681'
 'CA-2018-116953' 'CA-2017-133669' 'CA-2018-122798' 'CA-2018-147767']"
"['CA-2017-130267' 'CA-2016-101091' 'CA-2015-142965' 'CA-2016-100657'
 'US-2018-134642' 'US-2017-119270' 'CA-2018-111717']"
"['CA-2018-119305' 'US-2015-100279' 'CA-2018-107874' 'CA-2018-137022'
 'CA-2018-148145' 'CA-2017-127761']"
['CA-2017-128517' 'US-2017-133508' 'US-2018-160465']
"['CA-2016-150560' 'CA-2018-139948' 'CA-2016-154886' 'CA-2018-145429'
 'CA-2017-140249' 'CA-2016-153423']"
['CA-2017-137050' 'CA-2015-134726']
"['CA-2018-133249' 'CA-2018-105144' 'US-2018-111024' 'CA-2018-129000'
 'CA-2015-132227' 'CA-2015-105165' 'CA-2017-113096' 'CA-2017-135965'
 'CA-2016-154284' 'CA-2018-157273' 'CA-2016-136105']"
['CA-2018-127180' 'US-2015-119081' 'CA-2017-129847' 'CA-2018-140536']
['CA-2017-111682' 'CA-2017-145982' 'CA-2018-145037' 'CA-2018-117156']
['CA-2015-104773' 'CA-2017-161473' 'CA-2018-143567' 'CA-2017-124254']
['CA-2016-160059' 'CA-2015-163447' 'CA-2018-162096' 'CA-2018-148985']
"['CA-2016-141040' 'CA-2017-162614' 'CA-2015-129364' 'US-2017-112970'
 'US-2018-104661' 'US-2017-166660' 'CA-2016-117898']"
"['CA-2017-157266' 'CA-2015-131527' 'CA-2017-134887' 'CA-2015-130624'
 'US-2017-155180' 'CA-2015-133389']"
"['CA-2017-154711' 'CA-2017-153346' 'CA-2018-159464' 'CA-2018-136609'
 'CA-2017-117919']"
"['CA-2015-111059' 'CA-2015-131002' 'CA-2017-164735' 'CA-2018-134565'
 'CA-2015-145541' 'US-2018-120147']"
"['US-2016-150630' 'CA-2018-114440' 'CA-2016-130883' 'CA-2016-131128'
 'CA-2015-142587' 'CA-2017-117912' 'CA-2015-124394' 'CA-2015-168473'
 'CA-2018-133718']"
['CA-2018-154214' 'CA-2017-156300' 'US-2015-165589' 'CA-2017-127236']
"['CA-2016-156377' 'CA-2016-152891' 'CA-2017-111696' 'CA-2017-153157'
 'CA-2018-120168' 'CA-2016-149601' 'CA-2015-137575' 'US-2018-165456'
 'US-2018-116505']"
"['CA-2017-129693' 'CA-2015-123498' 'CA-2017-118689' 'CA-2016-156013'
 'CA-2015-153087']"
['CA-2018-124205']
"['CA-2018-136875' 'CA-2018-167668' 'CA-2017-147368' 'CA-2015-140816'
 'US-2018-153633' 'CA-2018-121048' 'CA-2018-142489' 'CA-2015-151330']"
"['CA-2018-121419' 'CA-2016-151841' 'CA-2016-151680' 'US-2015-112200'
 'CA-2017-140564' 'US-2018-144582' 'CA-2018-155740' 'CA-2017-100307'
 'US-2017-141880']"
"['CA-2016-115847' 'US-2016-142020' 'CA-2018-112487' 'CA-2017-166226'
 'CA-2017-157217' 'CA-2015-153619' 'CA-2018-142328']"
"['CA-2018-134306' 'CA-2018-111178' 'CA-2018-150959' 'US-2018-100209'
 'US-2017-167339' 'CA-2016-114468' 'CA-2018-103156' 'CA-2018-104010'
 'CA-2015-130155']"
"['CA-2017-146633' 'US-2018-104437' 'CA-2016-110345' 'CA-2016-143364'
 'CA-2017-166429']"
['CA-2016-149713' 'CA-2016-141012' 'CA-2018-128783' 'CA-2015-130428']
"['CA-2018-161809' 'US-2015-133130' 'CA-2015-153850' 'CA-2016-133837'
 'CA-2017-159765']"
['CA-2018-127782' 'CA-2015-148369' 'CA-2017-152520' 'CA-2017-125087']
"['CA-2018-132682' 'CA-2017-132409' 'CA-2015-114517' 'CA-2018-117261'
 'US-2015-134187' 'CA-2017-108224' 'US-2018-118556' 'CA-2017-152646']"
"['CA-2015-113887' 'CA-2018-133256' 'CA-2016-100769' 'US-2018-120390'
 'CA-2016-120810' 'CA-2018-112956' 'CA-2016-117800']"
"['CA-2018-144589' 'CA-2016-147788' 'CA-2015-154669' 'CA-2015-165540'
 'CA-2015-156006' 'CA-2016-102016' 'CA-2018-134439']"
['CA-2018-113474' 'CA-2018-131037' 'CA-2018-108791']
"['CA-2017-109869' 'CA-2015-140403' 'CA-2016-140557' 'CA-2017-121377'
 'US-2017-109260' 'CA-2017-155446' 'US-2018-139577']"
"['CA-2017-120180' 'CA-2018-120376' 'CA-2018-119669' 'CA-2017-142370'
 'CA-2017-109722' 'CA-2017-117408' 'US-2018-107384' 'CA-2016-126970'
 'CA-2016-116841']"
"['CA-2018-137470' 'CA-2018-118773' 'CA-2017-145303' 'CA-2016-136196'
 'CA-2018-118892']"
['US-2018-106131' 'CA-2017-163328' 'CA-2017-103919' 'CA-2016-104052']
"['CA-2018-101434' 'CA-2017-160815' 'CA-2015-131051' 'CA-2017-119515'
 'CA-2017-110009']"
['US-2016-160150' 'US-2018-168690']
"['CA-2016-161263' 'US-2015-112564' 'US-2017-152051' 'CA-2016-149342'
 'CA-2017-156251' 'CA-2017-120005']"
"['CA-2015-120887' 'CA-2015-140662' 'CA-2015-160262' 'US-2015-107405'
 'CA-2017-155978' 'CA-2015-169649' 'CA-2018-119284']"
"['CA-2016-146829' 'CA-2018-117863' 'CA-2016-153416' 'CA-2015-146591'
 'CA-2015-140032']"
"['CA-2018-166436' 'US-2016-100377' 'CA-2015-101931' 'US-2018-139647'
 'CA-2016-136469' 'CA-2018-143112']"
"['US-2017-100405' 'CA-2017-128972' 'CA-2015-111192' 'CA-2015-155796'
 'CA-2018-136623']"
"['CA-2015-134551' 'CA-2018-152737' 'CA-2018-166856' 'CA-2018-116946'
 'CA-2017-113978' 'CA-2018-106747']"
"['US-2018-107272' 'CA-2017-110023' 'CA-2015-142839' 'CA-2018-105214'
 'CA-2018-163160' 'CA-2017-131093' 'CA-2018-124191']"
"['CA-2016-153878' 'CA-2018-133487' 'CA-2017-148684' 'CA-2016-137064'
 'CA-2018-147207']"
"['CA-2017-162733' 'CA-2015-164224' 'CA-2015-128839' 'CA-2018-122490'
 'CA-2016-119942' 'CA-2018-108035' 'CA-2016-116876']"
"['CA-2016-124541' 'CA-2016-168564' 'CA-2017-152408' 'CA-2016-132318'
 'CA-2017-146766' 'US-2018-113201' 'CA-2018-162075' 'CA-2015-163650']"
['CA-2016-162369' 'CA-2017-134376' 'CA-2017-111143']
"['CA-2017-109057' 'CA-2016-135622' 'CA-2018-160934' 'US-2018-119816'
 'CA-2018-141439' 'CA-2018-158736' 'US-2018-114356']"
"['CA-2017-158834' 'US-2018-127719' 'CA-2016-135510' 'CA-2016-137113'
 'CA-2018-104850' 'CA-2018-134880' 'CA-2015-101364']"
['CA-2015-163419' 'CA-2016-119508' 'US-2017-143280' 'CA-2018-101665']
"['CA-2018-155698' 'CA-2018-154816' 'CA-2016-111395' 'CA-2017-162313'
 'CA-2017-120369' 'CA-2016-121132']"
"['US-2016-145436' 'CA-2017-113747' 'CA-2015-126361' 'CA-2016-113145'
 'CA-2016-118444' 'CA-2016-166583']"
"['CA-2018-107342' 'CA-2015-146528' 'CA-2018-138464' 'CA-2015-113880'
 'CA-2018-130106']"
"['CA-2015-158540' 'CA-2018-150189' 'CA-2018-139304' 'CA-2017-151092'
 'US-2018-115301' 'CA-2015-156790']"
['CA-2017-109911' 'CA-2017-132094' 'CA-2017-113803' 'CA-2015-103191']
"['CA-2018-107720' 'CA-2016-105221' 'US-2018-101539' 'CA-2017-113516'
 'CA-2018-109778' 'CA-2015-165806' 'US-2017-150140']"
"['CA-2017-115476' 'US-2015-129609' 'US-2018-166394' 'CA-2017-133872'
 'US-2017-123610']"
['CA-2018-102946' 'CA-2016-130610' 'CA-2018-105333']
"['CA-2015-130449' 'CA-2015-109932' 'CA-2015-109680' 'CA-2018-159100'
 'CA-2016-129525' 'CA-2017-102127' 'CA-2016-111339']"
['CA-2018-167003' 'US-2016-165512' 'CA-2015-105417' 'US-2017-137295']
['CA-2016-167010' 'CA-2015-151897']
"['CA-2016-146262' 'CA-2018-116204' 'CA-2016-111507' 'CA-2018-116715'
 'CA-2015-115980' 'CA-2017-121748' 'CA-2016-151624' 'CA-2017-125080'
 'CA-2018-128265' 'CA-2015-152100']"
"['CA-2016-122210' 'CA-2015-141607' 'CA-2017-137848' 'CA-2018-120327'
 'CA-2015-125829' 'CA-2018-138149' 'CA-2015-120852' 'US-2016-156496'
 'CA-2017-165330' 'US-2018-110149']"
"['CA-2015-134677' 'CA-2018-138163' 'CA-2017-129196' 'CA-2017-109365'
 'US-2018-136679' 'US-2018-115595' 'CA-2016-155586' 'CA-2015-167927'
 'CA-2018-118577' 'CA-2017-163174' 'CA-2015-114335']"
"['CA-2017-110499' 'CA-2016-153220' 'CA-2015-119375' 'CA-2017-123932'
 'CA-2018-121741']"
"['CA-2018-124828' 'CA-2018-138380' 'CA-2016-156755' 'CA-2018-119809'
 'CA-2018-160724' 'CA-2016-154291' 'CA-2016-129532' 'CA-2018-135076']"
"['US-2017-156986' 'CA-2015-151995' 'CA-2017-169103' 'CA-2017-130946'
 'CA-2018-100013' 'CA-2016-133452' 'US-2018-102288' 'CA-2016-106978'
 'CA-2016-115567' 'CA-2015-126802' 'CA-2016-130365' 'CA-2018-115322'
 'CA-2018-133928']"
"['CA-2015-143336' 'US-2017-147991' 'CA-2017-152471' 'CA-2017-167682'
 'CA-2018-141481']"
